user_id,service_id,nth_renewal,pay_date,start_date,expiration_date,amount,on_date,churn
143,165,0,2018-05-18,2018-05-18,2019-05-18,12,2019-05-04,
145,168,0,2018-05-18,2018-05-18,2019-05-18,12,2019-05-04,
149,172,0,2018-05-19,2018-05-19,2019-05-19,12,2019-05-05,
156,179,11,2019-04-12,2019-04-19,2019-05-19,1,2019-05-05,
158,181,0,2018-05-19,2018-05-19,2019-05-19,12,2019-05-05,
161,184,0,2018-05-19,2018-05-19,2019-05-19,12,2019-05-05,
162,185,9,2019-04-20,2019-04-20,2019-05-20,1,2019-05-06,
164,187,0,2018-05-19,2018-05-19,2019-05-19,12,2019-05-05,
166,191,0,2018-05-20,2018-05-20,2019-05-20,12,2019-05-06,
169,196,0,2018-05-20,2018-05-20,2019-05-20,12,2019-05-06,
179,207,11,2019-04-20,2019-04-22,2019-05-22,1,2019-05-08,
180,208,0,2018-05-20,2018-05-20,2019-05-20,12,2019-05-06,
182,210,0,2018-05-20,2018-05-20,2019-05-20,12,2019-05-06,
184,212,0,2018-05-20,2018-05-20,2019-05-20,12,2019-05-06,
192,224,0,2018-05-22,2018-05-22,2019-05-22,12,2019-05-08,
194,226,0,2018-05-21,2018-05-21,2019-05-21,12,2019-05-07,
195,227,11,2019-04-19,2019-04-22,2019-05-22,1,2019-05-08,
196,228,0,2018-05-21,2018-05-21,2019-05-21,12,2019-05-07,
197,229,9,2019-04-22,2019-04-22,2019-05-22,1,2019-05-08,
199,231,7,2019-02-22,2019-02-22,2019-05-22,3,2019-05-08,
200,233,11,2019-04-11,2019-04-22,2019-05-22,1,2019-05-08,
201,236,0,2018-05-21,2018-05-21,2019-05-21,12,2019-05-07,
202,237,9,2019-02-14,2019-02-21,2019-05-21,3,2019-05-07,
205,241,0,2018-05-21,2018-05-21,2019-05-21,12,2019-05-07,
206,242,0,2018-05-21,2018-05-21,2019-05-21,12,2019-05-07,
209,246,0,2018-05-21,2018-05-21,2019-05-21,12,2019-05-07,
210,247,0,2018-05-23,2018-05-23,2019-05-23,12,2019-05-09,
211,248,0,2018-05-21,2018-05-21,2019-05-21,12,2019-05-07,
212,249,0,2018-05-21,2018-05-21,2019-05-21,12,2019-05-07,
213,252,4,2019-04-20,2019-04-21,2019-05-21,1,2019-05-07,
214,254,0,2018-05-21,2018-05-21,2019-05-21,12,2019-05-07,
216,256,0,2018-05-22,2018-05-22,2019-05-22,12,2019-05-08,
217,259,0,2018-05-22,2018-05-22,2019-05-22,12,2019-05-08,
224,270,0,2018-05-25,2018-05-25,2019-05-25,12,2019-05-11,
225,271,6,2019-04-18,2019-04-24,2019-05-24,1,2019-05-10,
227,273,0,2018-05-25,2018-05-25,2019-05-25,12,2019-05-11,
228,274,9,2019-04-27,2019-04-27,2019-05-27,1,2019-05-13,
233,281,11,2019-04-30,2019-05-02,2019-06-02,1,2019-05-19,
234,282,0,2018-05-22,2018-05-22,2019-05-22,12,2019-05-08,
241,294,0,2018-06-22,2018-05-29,2019-05-29,12,2019-05-15,
241,295,0,2018-06-22,2018-05-29,2019-05-29,12,2019-05-15,
243,297,0,2018-05-24,2018-05-24,2019-05-24,12,2019-05-10,
244,298,0,2018-05-23,2018-05-23,2019-05-23,12,2019-05-09,
247,302,9,2019-05-06,2019-05-08,2019-06-08,1,2019-05-25,
249,304,0,2018-05-23,2018-05-23,2019-05-23,12,2019-05-09,
250,305,0,2018-05-23,2018-05-23,2019-05-23,12,2019-05-09,
252,307,0,2018-05-23,2018-05-23,2019-05-23,12,2019-05-09,
254,309,0,2018-05-23,2018-05-23,2019-05-23,12,2019-05-09,
233,316,11,2019-04-22,2019-04-24,2019-05-24,1,2019-05-10,
264,327,0,2018-05-25,2018-05-25,2019-05-25,12,2019-05-11,
266,330,0,2018-05-24,2018-05-24,2019-05-24,12,2019-05-10,
268,332,0,2018-05-24,2018-05-24,2019-05-24,12,2019-05-10,
272,336,0,2018-05-24,2018-05-24,2019-05-24,12,2019-05-10,
278,342,0,2018-05-24,2018-05-24,2019-05-24,12,2019-05-10,
288,358,0,2018-05-25,2018-05-25,2019-05-25,12,2019-05-11,
290,361,9,2019-04-26,2019-04-27,2019-05-27,1,2019-05-13,
291,362,0,2018-05-25,2018-05-25,2019-05-25,12,2019-05-11,
294,365,1,2018-10-11,2018-11-25,2019-05-25,6,2019-05-11,
149,366,4,2019-04-19,2019-04-22,2019-05-22,1,2019-05-08,
299,371,0,2018-05-25,2018-05-25,2019-05-25,12,2019-05-11,
301,373,0,2018-05-25,2018-05-26,2019-05-26,12,2019-05-12,
302,374,9,2019-04-26,2019-04-28,2019-05-28,1,2019-05-14,
312,385,0,2018-05-26,2018-05-26,2019-05-26,12,2019-05-12,
314,387,0,2018-05-26,2018-05-26,2019-05-26,12,2019-05-12,
319,392,0,2018-05-26,2018-05-26,2019-05-26,12,2019-05-12,
319,393,3,2019-03-25,2019-04-25,2019-05-25,1,2019-05-11,
329,407,11,2019-04-25,2019-04-27,2019-05-27,1,2019-05-13,
261,416,0,2018-05-28,2018-05-28,2019-05-28,12,2019-05-14,
337,420,0,2018-05-28,2018-05-28,2019-05-28,12,2019-05-14,
340,424,0,2018-05-28,2018-05-28,2019-05-28,12,2019-05-14,
343,427,0,2018-05-28,2018-06-05,2019-06-05,12,2019-05-22,
344,428,2,2019-02-27,2019-02-28,2019-05-28,3,2019-05-14,
350,435,9,2019-05-07,2019-05-07,2019-06-07,1,2019-05-24,
352,437,0,2018-05-29,2018-05-29,2019-05-29,12,2019-05-15,
353,438,11,2019-04-26,2019-04-28,2019-05-28,1,2019-05-14,
354,439,11,2019-04-26,2019-04-28,2019-05-28,1,2019-05-14,
355,440,0,2018-05-29,2018-05-29,2019-05-29,12,2019-05-15,
358,443,0,2018-05-30,2018-05-30,2019-05-30,12,2019-05-16,
359,444,1,2018-12-01,2018-12-01,2019-06-01,6,2019-05-18,
360,445,0,2018-05-29,2018-05-29,2019-05-29,12,2019-05-15,
367,452,11,2019-04-21,2019-04-28,2019-05-28,1,2019-05-14,
372,457,4,2019-02-16,2019-02-16,2019-05-16,3,2019-05-02,
371,465,11,2019-04-26,2019-04-28,2019-05-28,1,2019-05-14,
377,466,0,2018-05-30,2018-05-30,2019-05-30,12,2019-05-16,
379,469,0,2018-05-30,2018-05-30,2019-05-30,12,2019-05-16,
380,470,0,2018-05-30,2018-05-30,2019-05-30,12,2019-05-16,
382,473,0,2018-05-30,2018-05-30,2019-05-30,12,2019-05-16,
385,476,0,2018-05-31,2018-05-31,2019-05-31,12,2019-05-17,
390,482,0,2018-05-30,2018-05-30,2019-05-30,12,2019-05-16,
392,484,0,2018-05-30,2018-05-30,2019-05-30,12,2019-05-16,
393,485,0,2018-05-30,2018-05-30,2019-05-30,12,2019-05-16,
394,486,0,2018-05-30,2018-06-11,2019-06-11,12,2019-05-28,
396,488,11,2019-05-03,2019-05-04,2019-06-04,1,2019-05-21,
400,492,0,2018-05-30,2018-05-30,2019-05-30,12,2019-05-16,
404,497,0,2018-05-31,2018-05-31,2019-05-31,12,2019-05-17,
406,499,0,2018-05-31,2018-05-31,2019-05-31,12,2019-05-17,
408,501,0,2018-05-31,2018-05-31,2019-05-31,12,2019-05-17,
420,514,0,2018-05-31,2018-05-31,2019-05-31,12,2019-05-17,
434,530,0,2018-06-01,2018-06-01,2019-06-01,12,2019-05-18,
439,537,0,2018-06-01,2018-06-01,2019-06-01,12,2019-05-18,
444,543,0,2018-06-01,2018-06-01,2019-06-01,12,2019-05-18,
446,546,0,2018-06-01,2018-06-01,2019-06-01,12,2019-05-18,
452,552,0,2018-06-05,2018-06-05,2019-06-05,12,2019-05-22,
454,555,0,2018-06-01,2018-06-01,2019-06-01,12,2019-05-18,
456,557,0,2018-06-01,2018-06-01,2019-06-01,12,2019-05-18,
458,560,0,2018-06-01,2018-06-01,2019-06-01,12,2019-05-18,
459,561,0,2018-06-01,2018-06-01,2019-06-01,12,2019-05-18,
462,564,0,2018-06-01,2018-06-01,2019-06-01,12,2019-05-18,
465,569,0,2018-06-02,2018-06-02,2019-06-02,12,2019-05-19,
466,570,0,2018-06-02,2018-06-02,2019-06-02,12,2019-05-19,
473,578,3,2019-03-02,2019-03-02,2019-06-02,3,2019-05-19,
479,584,0,2018-06-02,2018-06-02,2019-06-02,12,2019-05-19,
482,588,0,2018-06-03,2018-06-03,2019-06-03,12,2019-05-20,
479,589,0,2018-06-03,2018-06-03,2019-06-03,12,2019-05-20,
484,591,0,2018-06-03,2018-06-03,2019-06-03,12,2019-05-20,
485,592,0,2018-06-03,2018-06-03,2019-06-03,12,2019-05-20,
492,599,0,2018-06-03,2018-06-03,2019-06-03,12,2019-05-20,
494,601,11,2019-04-23,2019-05-13,2019-06-13,1,2019-05-30,
495,602,10,2019-04-15,2019-04-15,2019-05-15,1,2019-05-01,
497,605,8,2019-02-15,2019-02-15,2019-05-15,3,2019-05-01,
498,606,0,2018-06-03,2018-06-03,2019-06-03,12,2019-05-20,
499,607,0,2018-06-03,2018-06-03,2019-06-03,12,2019-05-20,
519,629,9,2019-05-06,2019-05-06,2019-06-06,1,2019-05-23,
520,630,0,2018-06-04,2018-06-04,2019-06-04,12,2019-05-21,
525,635,0,2018-06-04,2018-06-04,2019-06-04,12,2019-05-21,
527,637,9,2019-05-02,2019-05-04,2019-06-04,1,2019-05-21,
534,645,0,2018-06-05,2018-06-05,2019-06-05,12,2019-05-22,
539,650,0,2018-06-05,2018-06-05,2019-06-05,12,2019-05-22,
541,652,0,2018-06-05,2018-06-05,2019-06-05,12,2019-05-22,
542,653,0,2018-06-05,2018-06-05,2019-06-05,12,2019-05-22,
543,654,7,2019-05-14,2019-05-14,2019-06-14,1,2019-05-31,
544,655,0,2018-06-05,2018-06-05,2019-06-05,12,2019-05-22,
551,662,0,2018-06-07,2018-06-08,2019-06-08,12,2019-05-25,
552,663,0,2018-06-07,2018-06-08,2019-06-08,12,2019-05-25,
554,665,0,2018-06-05,2018-06-05,2019-06-05,12,2019-05-22,
556,667,0,2018-06-05,2018-06-05,2019-06-05,12,2019-05-22,
558,669,0,2018-06-05,2018-06-05,2019-06-05,12,2019-05-22,
565,679,0,2018-06-07,2018-06-07,2019-06-07,12,2019-05-24,
567,682,7,2019-03-09,2019-03-09,2019-06-09,3,2019-05-26,
570,687,0,2018-06-09,2018-06-09,2019-06-09,12,2019-05-26,
571,688,0,2018-06-06,2018-06-06,2019-06-06,12,2019-05-23,
575,692,0,2018-06-06,2018-06-06,2019-06-06,12,2019-05-23,
576,693,0,2018-06-06,2018-06-06,2019-06-06,12,2019-05-23,
577,694,10,2019-04-13,2019-04-21,2019-05-21,1,2019-05-07,
579,696,0,2018-06-06,2018-06-06,2019-06-06,12,2019-05-23,
584,701,0,2018-06-06,2018-06-06,2019-06-06,12,2019-05-23,
591,710,0,2018-06-08,2018-06-08,2019-06-08,12,2019-05-25,
592,711,0,2018-06-07,2018-06-07,2019-06-07,12,2019-05-24,
595,714,0,2018-06-08,2018-06-08,2019-06-08,12,2019-05-25,
596,715,6,2019-05-05,2019-05-07,2019-06-07,1,2019-05-24,
597,716,10,2019-04-17,2019-04-19,2019-05-19,1,2019-05-05,
602,721,0,2018-06-13,2018-06-13,2019-06-13,12,2019-05-30,
606,725,0,2018-06-07,2018-06-07,2019-06-07,12,2019-05-24,
607,726,0,2018-06-07,2018-06-08,2019-06-08,12,2019-05-25,
611,731,0,2018-06-07,2018-06-07,2019-06-07,12,2019-05-24,
615,737,11,2019-05-06,2019-05-08,2019-06-08,1,2019-05-25,
616,738,6,2018-12-12,2018-12-12,2019-06-12,6,2019-05-29,
619,742,7,2019-05-01,2019-05-08,2019-06-08,1,2019-05-25,
623,746,3,2019-03-07,2019-03-07,2019-06-07,3,2019-05-24,
625,749,1,2018-12-07,2018-12-08,2019-06-08,6,2019-05-25,
626,751,0,2018-06-08,2018-06-08,2019-06-08,12,2019-05-25,
618,753,11,2019-05-12,2019-05-12,2019-06-12,1,2019-05-29,
632,759,0,2018-06-08,2018-06-08,2019-06-08,12,2019-05-25,
635,762,0,2018-06-09,2018-06-09,2019-06-09,12,2019-05-26,
638,765,0,2018-06-09,2018-06-09,2019-06-09,12,2019-05-26,
639,766,8,2019-02-14,2019-02-18,2019-05-18,3,2019-05-04,
641,769,0,2018-06-09,2018-06-09,2019-06-09,12,2019-05-26,
651,780,0,2018-06-09,2018-06-09,2019-06-09,12,2019-05-26,
656,786,0,2018-06-09,2018-06-09,2019-06-09,12,2019-05-26,
662,793,9,2019-05-07,2019-05-10,2019-06-10,1,2019-05-27,
665,796,8,2019-04-23,2019-04-25,2019-05-25,1,2019-05-11,
668,799,0,2018-06-11,2018-06-11,2019-06-11,12,2019-05-28,
669,802,10,2019-04-29,2019-04-29,2019-05-29,1,2019-05-15,
674,809,10,2019-04-13,2019-04-15,2019-05-15,1,2019-05-01,
676,812,10,2019-04-21,2019-04-23,2019-05-23,1,2019-05-09,
676,813,11,2019-05-05,2019-05-11,2019-06-11,1,2019-05-28,
678,816,9,2019-05-12,2019-05-12,2019-06-12,1,2019-05-29,
679,817,0,2018-06-14,2018-06-14,2019-06-14,12,2019-05-31,
680,818,0,2018-06-11,2018-06-11,2019-06-11,12,2019-05-28,
682,820,0,2018-06-11,2018-06-11,2019-06-11,12,2019-05-28,
683,821,0,2018-06-12,2018-06-12,2019-06-12,12,2019-05-29,
685,824,0,2018-06-11,2018-06-11,2019-06-11,12,2019-05-28,
692,832,0,2018-06-11,2018-06-11,2019-06-11,12,2019-05-28,
693,833,0,2018-06-12,2018-06-12,2019-06-12,12,2019-05-29,
695,836,0,2018-06-12,2018-06-12,2019-06-12,12,2019-05-29,
697,838,5,2019-03-08,2019-03-13,2019-06-13,3,2019-05-30,
702,843,2,2019-03-11,2019-03-12,2019-06-12,3,2019-05-29,
704,845,0,2018-06-12,2018-06-12,2019-06-12,12,2019-05-29,
707,848,0,2018-06-12,2018-06-12,2019-06-12,12,2019-05-29,
710,851,0,2018-06-13,2018-06-13,2019-06-13,12,2019-05-30,
712,853,0,2018-06-13,2018-06-13,2019-06-13,12,2019-05-30,
715,856,0,2018-06-13,2018-06-13,2019-06-13,12,2019-05-30,
716,857,0,2018-06-13,2018-06-13,2019-06-13,12,2019-05-30,
718,859,10,2019-04-17,2019-04-17,2019-05-17,1,2019-05-03,
720,861,0,2018-06-13,2018-06-13,2019-06-13,12,2019-05-30,
275,863,11,2019-05-11,2019-05-13,2019-06-13,1,2019-05-30,
724,866,0,2018-06-13,2018-06-13,2019-06-13,12,2019-05-30,
727,869,9,2019-05-11,2019-05-13,2019-06-13,1,2019-05-30,
728,870,0,2018-06-13,2018-06-13,2019-06-13,12,2019-05-30,
729,871,11,2019-05-12,2019-05-13,2019-06-13,1,2019-05-30,
731,873,0,2018-06-13,2018-06-13,2019-06-13,12,2019-05-30,
733,875,9,2019-05-11,2019-05-13,2019-06-13,1,2019-05-30,
736,878,4,2019-05-13,2019-05-14,2019-06-14,1,2019-05-31,
737,879,0,2018-06-14,2018-06-14,2019-06-14,12,2019-05-31,
740,882,0,2018-06-14,2018-06-14,2019-06-14,12,2019-05-31,
742,884,0,2018-06-14,2018-06-14,2019-06-14,12,2019-05-31,
744,886,0,2018-06-14,2018-06-14,2019-06-14,12,2019-05-31,
359,891,0,2018-06-14,2018-06-14,2019-06-14,12,2019-05-31,
769,916,10,2019-04-17,2019-04-17,2019-05-17,1,2019-05-03,
773,920,10,2019-04-14,2019-04-16,2019-05-16,1,2019-05-02,
776,925,8,2019-04-13,2019-04-16,2019-05-16,1,2019-05-02,
781,930,8,2019-05-14,2019-05-14,2019-06-14,1,2019-05-31,
794,944,10,2019-04-10,2019-04-17,2019-05-17,1,2019-05-03,
802,953,9,2019-04-16,2019-04-16,2019-05-16,1,2019-05-02,
807,958,9,2019-04-18,2019-04-18,2019-05-18,1,2019-05-04,
811,963,10,2019-05-02,2019-05-02,2019-06-02,1,2019-05-19,
816,968,5,2019-04-16,2019-04-19,2019-05-19,1,2019-05-05,
319,976,3,2019-02-12,2019-02-19,2019-05-19,3,2019-05-05,
828,985,10,2019-04-20,2019-04-26,2019-05-26,1,2019-05-12,
833,990,8,2019-04-13,2019-04-20,2019-05-20,1,2019-05-06,
864,1023,10,2019-04-14,2019-04-21,2019-05-21,1,2019-05-07,
867,1028,10,2019-05-04,2019-05-06,2019-06-06,1,2019-05-23,
871,1032,10,2019-04-15,2019-04-22,2019-05-22,1,2019-05-08,
882,1043,8,2019-04-20,2019-04-22,2019-05-22,1,2019-05-08,
883,1044,10,2019-05-06,2019-05-06,2019-06-06,1,2019-05-23,
898,1061,10,2019-04-23,2019-04-23,2019-05-23,1,2019-05-09,
931,1099,6,2019-05-04,2019-05-04,2019-06-04,1,2019-05-21,
929,1100,10,2019-04-25,2019-04-25,2019-05-25,1,2019-05-11,
929,1103,10,2019-04-25,2019-04-25,2019-05-25,1,2019-05-11,
937,1107,5,2019-04-23,2019-04-25,2019-05-25,1,2019-05-11,
952,1125,6,2019-04-19,2019-04-19,2019-05-19,1,2019-05-05,
953,1126,10,2019-04-27,2019-04-27,2019-05-27,1,2019-05-13,
962,1136,4,2019-05-07,2019-05-09,2019-06-09,1,2019-05-26,
929,1140,9,2019-04-29,2019-04-29,2019-05-29,1,2019-05-15,
976,1152,8,2019-04-26,2019-04-28,2019-05-28,1,2019-05-14,
977,1153,6,2019-02-26,2019-02-27,2019-05-27,3,2019-05-13,
327,1156,10,2019-04-25,2019-04-28,2019-05-28,1,2019-05-14,
980,1157,10,2019-04-25,2019-04-28,2019-05-28,1,2019-05-14,
982,1160,5,2019-04-26,2019-04-28,2019-05-28,1,2019-05-14,
980,1179,10,2019-04-29,2019-05-05,2019-06-05,1,2019-05-22,
1004,1185,8,2019-04-21,2019-04-28,2019-05-28,1,2019-05-14,
1014,1195,7,2019-04-19,2019-04-19,2019-05-19,1,2019-05-05,
1016,1197,6,2019-02-25,2019-02-28,2019-05-28,3,2019-05-14,
1029,1210,10,2019-04-22,2019-04-28,2019-05-28,1,2019-05-14,
1035,1218,9,2019-05-03,2019-04-18,2019-05-18,1,2019-05-04,
980,1228,9,2019-04-29,2019-04-29,2019-05-29,1,2019-05-15,
1047,1232,6,2019-04-15,2019-04-20,2019-05-20,1,2019-05-06,
980,1235,8,2019-04-25,2019-05-02,2019-06-02,1,2019-05-19,
1061,1250,5,2019-05-02,2019-05-02,2019-06-02,1,2019-05-19,
1062,1251,7,2019-04-15,2019-04-15,2019-05-15,1,2019-05-01,
1063,1252,6,2019-04-19,2019-04-19,2019-05-19,1,2019-05-05,
1067,1256,10,2019-05-02,2019-05-04,2019-06-04,1,2019-05-21,
1074,1264,8,2019-05-01,2019-05-05,2019-06-05,1,2019-05-22,
1075,1265,10,2019-05-06,2019-05-08,2019-06-08,1,2019-05-25,
1092,1283,3,2019-05-06,2019-05-06,2019-06-06,1,2019-05-23,
1098,1289,8,2019-05-06,2019-05-08,2019-06-08,1,2019-05-25,
1102,1293,5,2019-05-05,2019-05-05,2019-06-05,1,2019-05-22,
1116,1312,3,2019-05-03,2019-05-05,2019-06-05,1,2019-05-22,
1110,1330,10,2019-05-03,2019-05-06,2019-06-06,1,2019-05-23,
1133,1331,8,2019-05-06,2019-05-06,2019-06-06,1,2019-05-23,
1050,1360,10,2019-05-06,2019-05-08,2019-06-08,1,2019-05-25,
1051,1363,3,2019-05-06,2019-05-08,2019-06-08,1,2019-05-25,
1160,1364,8,2019-05-12,2019-05-12,2019-06-12,1,2019-05-29,
1185,1395,6,2019-03-12,2019-03-12,2019-06-12,3,2019-05-29,
1191,1405,5,2019-05-08,2019-05-10,2019-06-10,1,2019-05-27,
1202,1417,9,2019-04-24,2019-04-24,2019-05-24,1,2019-05-10,
1212,1432,7,2019-04-09,2019-04-16,2019-05-16,1,2019-05-02,
1215,1435,8,2019-05-11,2019-05-11,2019-06-11,1,2019-05-28,
1218,1438,8,2019-05-12,2019-05-12,2019-06-12,1,2019-05-29,
1236,1459,8,2019-05-08,2019-05-08,2019-06-08,1,2019-05-25,
1239,1462,6,2019-04-14,2019-04-15,2019-05-15,1,2019-05-01,
1242,1465,9,2019-04-19,2019-04-21,2019-05-21,1,2019-05-07,
1244,1470,9,2019-04-08,2019-04-15,2019-05-15,1,2019-05-01,
1252,1480,8,2019-04-16,2019-04-19,2019-05-19,1,2019-05-05,
1283,1512,5,2019-04-19,2019-04-19,2019-05-19,1,2019-05-05,
1284,1513,9,2019-05-05,2019-05-09,2019-06-09,1,2019-05-26,
1285,1514,6,2019-04-26,2019-04-26,2019-05-26,1,2019-05-12,
1252,1518,9,2019-04-16,2019-04-18,2019-05-18,1,2019-05-04,
1252,1541,9,2019-04-16,2019-04-16,2019-05-16,1,2019-05-02,
1315,1552,9,2019-04-15,2019-04-16,2019-05-16,1,2019-05-02,
1316,1553,8,2019-04-20,2019-04-20,2019-05-20,1,2019-05-06,
1321,1562,9,2019-04-10,2019-04-17,2019-05-17,1,2019-05-03,
1346,1589,9,2019-04-15,2019-04-18,2019-05-18,1,2019-05-04,
1353,1598,7,2019-04-15,2019-04-18,2019-05-18,1,2019-05-04,
1357,1604,7,2019-04-17,2019-04-19,2019-05-19,1,2019-05-05,
1365,1612,7,2019-04-24,2019-04-24,2019-05-24,1,2019-05-10,
1368,1615,6,2019-04-16,2019-04-16,2019-05-16,1,2019-05-02,
1377,1625,9,2019-04-19,2019-04-21,2019-05-21,1,2019-05-07,
1150,1629,9,2019-04-17,2019-04-19,2019-05-19,1,2019-05-05,
1383,1635,7,2019-04-24,2019-04-26,2019-05-26,1,2019-05-12,
1400,1655,9,2019-04-19,2019-04-21,2019-05-21,1,2019-05-07,
1402,1659,9,2019-04-18,2019-04-21,2019-05-21,1,2019-05-07,
1402,1663,9,2019-04-18,2019-04-21,2019-05-21,1,2019-05-07,
1417,1679,9,2019-04-15,2019-04-22,2019-05-22,1,2019-05-08,
1424,1687,7,2019-05-03,2019-05-03,2019-06-03,1,2019-05-20,
1428,1691,3,2019-04-20,2019-04-23,2019-05-23,1,2019-05-09,
1432,1697,7,2019-04-22,2019-04-24,2019-05-24,1,2019-05-10,
1434,1699,4,2019-02-16,2019-02-16,2019-05-16,3,2019-05-02,
1448,1717,6,2019-02-22,2019-02-22,2019-05-22,3,2019-05-08,
1453,1723,9,2019-04-24,2019-04-26,2019-05-26,1,2019-05-12,
1454,1724,8,2019-04-19,2019-04-21,2019-05-21,1,2019-05-07,
1455,1725,9,2019-05-10,2019-05-10,2019-06-10,1,2019-05-27,
1402,1732,9,2019-04-18,2019-04-24,2019-05-24,1,2019-05-10,
1477,1754,7,2019-04-23,2019-04-25,2019-05-25,1,2019-05-11,
407,1780,9,2019-05-06,2019-05-10,2019-06-10,1,2019-05-27,
1504,1798,5,2019-04-25,2019-04-27,2019-05-27,1,2019-05-13,
1529,1833,6,2019-05-05,2019-05-07,2019-06-07,1,2019-05-24,
1533,1837,7,2019-04-29,2019-04-29,2019-05-29,1,2019-05-15,
1538,1843,4,2019-04-25,2019-04-30,2019-05-30,1,2019-05-16,
1543,1850,9,2019-05-13,2019-05-13,2019-06-13,1,2019-05-30,
1549,1857,9,2019-05-13,2019-05-13,2019-06-13,1,2019-05-30,
1550,1858,9,2019-05-14,2019-05-14,2019-06-14,1,2019-05-31,
1553,1862,7,2019-05-04,2019-05-04,2019-06-04,1,2019-05-21,
1569,1885,8,2019-04-25,2019-04-25,2019-05-25,1,2019-05-11,
1579,1898,9,2019-04-29,2019-05-01,2019-06-01,1,2019-05-18,
1588,1909,3,2019-02-27,2019-05-02,2019-06-02,1,2019-05-19,
1598,1924,9,2019-04-29,2019-05-02,2019-06-02,1,2019-05-19,
109,1932,9,2019-05-01,2019-05-03,2019-06-03,1,2019-05-20,
1600,1948,9,2019-04-27,2019-05-03,2019-06-03,1,2019-05-20,
1625,1958,6,2019-04-11,2019-04-16,2019-05-16,1,2019-05-02,
1110,1964,9,2019-05-03,2019-05-04,2019-06-04,1,2019-05-21,
1600,1966,9,2019-04-27,2019-05-04,2019-06-04,1,2019-05-21,
1600,1968,9,2019-04-28,2019-05-05,2019-06-05,1,2019-05-22,
1600,1969,9,2019-04-28,2019-05-05,2019-06-05,1,2019-05-22,
1637,1974,9,2019-05-07,2019-05-07,2019-06-07,1,2019-05-24,
1640,1977,9,2019-05-07,2019-05-14,2019-06-14,1,2019-05-31,
1641,1978,9,2019-05-03,2019-05-05,2019-06-05,1,2019-05-22,
1659,2005,7,2019-02-08,2019-03-06,2019-06-06,3,2019-05-23,
1668,2017,9,2019-05-08,2019-05-11,2019-06-11,1,2019-05-28,
1346,2020,9,2019-05-05,2019-05-07,2019-06-07,1,2019-05-24,
1678,2029,7,2019-05-05,2019-05-07,2019-06-07,1,2019-05-24,
